Content,Count,Percentage
莫刷,1,0.0038160656363289453%
感,1,0.0038160656363289453%
公主,1,0.0038160656363289453%
殿下,1,0.0038160656363289453%
拉回来,1,0.0038160656363289453%
妹妹,1,0.0038160656363289453%
拦不住,1,0.0038160656363289453%
不站,1,0.0038160656363289453%
任何,1,0.0038160656363289453%
但,1,0.0038160656363289453%
实话,1,0.0038160656363289453%
化,1,0.0038160656363289453%
阿拉蕾,1,0.0038160656363289453%
四十米,1,0.0038160656363289453%
大刀,1,0.0038160656363289453%
按,1,0.0038160656363289453%
耐不住,1,0.0038160656363289453%
一发,2,0.0076321312726578905%
入魂,1,0.0038160656363289453%
体格,1,0.0038160656363289453%
才能,2,0.0076321312726578905%
签到,2,0.0076321312726578905%
gg,2,0.0076321312726578905%
与,1,0.0038160656363289453%
卒,1,0.0038160656363289453%
磨刀,1,0.0038160656363289453%
新,3,0.011448196908986834%
吧唧,2,0.0076321312726578905%
\,1,0.0038160656363289453%
喵,6,0.02289639381797367%
以后,1,0.0038160656363289453%
自知之明,1,0.0038160656363289453%
结局,2,0.0076321312726578905%
不如,1,0.0038160656363289453%
八嘎,1,0.0038160656363289453%
王子,2,0.0076321312726578905%
杀人,1,0.0038160656363289453%
健次郎,1,0.0038160656363289453%
想到,1,0.0038160656363289453%
大野,1,0.0038160656363289453%
智,1,0.0038160656363289453%
王岩别,7,0.026712459454302614%
神乐交,1,0.0038160656363289453%
土方,3,0.011448196908986834%
🎋,1,0.0038160656363289453%
许愿,1,0.0038160656363289453%
上元节,1,0.0038160656363289453%
腰带,1,0.0038160656363289453%
看银神党,1,0.0038160656363289453%
打脸,2,0.0076321312726578905%
哇,2,0.0076321312726578905%
弄死,2,0.0076321312726578905%
房主,1,0.0038160656363289453%
官方,1,0.0038160656363289453%
发糖,1,0.0038160656363289453%
只是,2,0.0076321312726578905%
yy,1,0.0038160656363289453%
官配,1,0.0038160656363289453%
东西,2,0.0076321312726578905%
66666666666666666666666666666666666,1,0.0038160656363289453%
、,1,0.0038160656363289453%
记得,1,0.0038160656363289453%
17,1,0.0038160656363289453%
米,1,0.0038160656363289453%
微笑,1,0.0038160656363289453%
媳妇儿,1,0.0038160656363289453%
328,1,0.0038160656363289453%
集时,1,0.0038160656363289453%
死心,1,0.0038160656363289453%
23333,1,0.0038160656363289453%
开车,1,0.0038160656363289453%
神特,1,0.0038160656363289453%
明明,1,0.0038160656363289453%
货,1,0.0038160656363289453%
口出,1,0.0038160656363289453%
变色,1,0.0038160656363289453%
兄长,1,0.0038160656363289453%
肚脐眼,1,0.0038160656363289453%
看来,3,0.011448196908986834%
试过,1,0.0038160656363289453%
居合,1,0.0038160656363289453%
斩,1,0.0038160656363289453%
看看,3,0.011448196908986834%
是不是,1,0.0038160656363289453%
联系,2,0.0076321312726578905%
准备,2,0.0076321312726578905%
收,2,0.0076321312726578905%
有意思,1,0.0038160656363289453%
别刷,1,0.0038160656363289453%
十几岁,1,0.0038160656363289453%
硬配,1,0.0038160656363289453%
大叔,1,0.0038160656363289453%
控,1,0.0038160656363289453%
家伙,1,0.0038160656363289453%
要是,1,0.0038160656363289453%
结了婚,1,0.0038160656363289453%
x,1,0.0038160656363289453%
打死,1,0.0038160656363289453%
大放得,1,0.0038160656363289453%
进去,1,0.0038160656363289453%
他们,2,0.0076321312726578905%
灭族,1,0.0038160656363289453%
wtf,1,0.0038160656363289453%
赶时间,1,0.0038160656363289453%
猩猩,1,0.0038160656363289453%
退化,1,0.0038160656363289453%
《,2,0.0076321312726578905%
火影,1,0.0038160656363289453%
》,1,0.0038160656363289453%
编辑,1,0.0038160656363289453%
往后,1,0.0038160656363289453%
再出,1,0.0038160656363289453%
新闻联播,1,0.0038160656363289453%
阿鲁,1,0.0038160656363289453%
夜狼,1,0.0038160656363289453%
疾走,1,0.0038160656363289453%
这俩,1,0.0038160656363289453%
惹不起,1,0.0038160656363289453%
湖北,1,0.0038160656363289453%
举手,2,0.0076321312726578905%
突然,1,0.0038160656363289453%
污了,1,0.0038160656363289453%
即便,1,0.0038160656363289453%
貌似,1,0.0038160656363289453%
撕,1,0.0038160656363289453%
300,1,0.0038160656363289453%
不做声,1,0.0038160656363289453%
墨镜,1,0.0038160656363289453%
阿银,1,0.0038160656363289453%
诞辰,1,0.0038160656363289453%
女人,1,0.0038160656363289453%
成功,1,0.0038160656363289453%
引起,1,0.0038160656363289453%
注意,1,0.0038160656363289453%
23333333,2,0.0076321312726578905%
卡酷,1,0.0038160656363289453%
生命诚可贵,1,0.0038160656363289453%
节操,2,0.0076321312726578905%
价更高,1,0.0038160656363289453%
若为,1,0.0038160656363289453%
两者,1,0.0038160656363289453%
皆,1,0.0038160656363289453%
可,1,0.0038160656363289453%
抛,1,0.0038160656363289453%
不吐槽,1,0.0038160656363289453%
合,1,0.0038160656363289453%
味道,1,0.0038160656363289453%
浑身,1,0.0038160656363289453%
难受,1,0.0038160656363289453%
papa,1,0.0038160656363289453%
无比,1,0.0038160656363289453%
宽阔,1,0.0038160656363289453%
肩膀,1,0.0038160656363289453%
艾玛,1,0.0038160656363289453%
满分,1,0.0038160656363289453%
不仅,1,0.0038160656363289453%
银土,1,0.0038160656363289453%
自个,1,0.0038160656363289453%
建个,1,0.0038160656363289453%
发疯,1,0.0038160656363289453%
别来,1,0.0038160656363289453%
招人,1,0.0038160656363289453%
嫌,1,0.0038160656363289453%
找错,1,0.0038160656363289453%
胖子,1,0.0038160656363289453%
夜兔星,1,0.0038160656363289453%
主人,1,0.0038160656363289453%
来来来,2,0.0076321312726578905%
:,2,0.0076321312726578905%
嘞,3,0.011448196908986834%
开心,3,0.011448196908986834%
😊,2,0.0076321312726578905%
标配,1,0.0038160656363289453%
OP,1,0.0038160656363289453%
假发,1,0.0038160656363289453%
银神赛,2,0.0076321312726578905%
高银神赛,7,0.026712459454302614%
响,1,0.0038160656363289453%
花嫁,1,0.0038160656363289453%
天,1,0.0038160656363289453%
澄夜,1,0.0038160656363289453%
心机,1,0.0038160656363289453%
阿,4,0.015264262545315781%
绿色,1,0.0038160656363289453%
楼,1,0.0038160656363289453%
不塌,1,0.0038160656363289453%
好像,1,0.0038160656363289453%
329,1,0.0038160656363289453%
持续,1,0.0038160656363289453%
该,2,0.0076321312726578905%
上线,1,0.0038160656363289453%
我小猿,1,0.0038160656363289453%
美如画,1,0.0038160656363289453%
迟来,1,0.0038160656363289453%
没关系,1,0.0038160656363289453%
撑,1,0.0038160656363289453%
一撑,1,0.0038160656363289453%
生快,2,0.0076321312726578905%
这能,1,0.0038160656363289453%
受得了,1,0.0038160656363289453%
3,1,0.0038160656363289453%
我愿用,1,0.0038160656363289453%
一声,1,0.0038160656363289453%
换银魂,1,0.0038160656363289453%
哭,2,0.0076321312726578905%
晕,1,0.0038160656363289453%
蛮,1,0.0038160656363289453%
我兵,1,0.0038160656363289453%
长要,1,0.0038160656363289453%
赛会,2,0.0076321312726578905%
这一波,1,0.0038160656363289453%
到头,1,0.0038160656363289453%
体位,1,0.0038160656363289453%
不想,1,0.0038160656363289453%
纠结,1,0.0038160656363289453%
米级,1,0.0038160656363289453%
⋯,1,0.0038160656363289453%
无聊,1,0.0038160656363289453%
一顿,1,0.0038160656363289453%
ed,1,0.0038160656363289453%
亏了,1,0.0038160656363289453%
一个亿,1,0.0038160656363289453%
233333333,1,0.0038160656363289453%
........,1,0.0038160656363289453%
带,1,0.0038160656363289453%
主见,1,0.0038160656363289453%
看吧,1,0.0038160656363289453%
搜大,1,0.0038160656363289453%
拿,1,0.0038160656363289453%
好烦,1,0.0038160656363289453%
如此,1,0.0038160656363289453%
淡定,1,0.0038160656363289453%
从容,1,0.0038160656363289453%
谢谢,1,0.0038160656363289453%
简直,1,0.0038160656363289453%
健哥,1,0.0038160656363289453%
这里,6,0.02289639381797367%
¥,10,0.03816065636328945%
坏掉,1,0.0038160656363289453%
恶心,1,0.0038160656363289453%
ED,1,0.0038160656363289453%
有感,1,0.0038160656363289453%
小将,2,0.0076321312726578905%
....,1,0.0038160656363289453%
把生,1,0.0038160656363289453%
打成,1,0.0038160656363289453%
声,1,0.0038160656363289453%
梅丽号,1,0.0038160656363289453%
搞进去,1,0.0038160656363289453%
啥时候,1,0.0038160656363289453%
阿姨,1,0.0038160656363289453%
洗,1,0.0038160656363289453%
铁路,1,0.0038160656363289453%
没落,1,0.0038160656363289453%
王者,1,0.0038160656363289453%
风范,1,0.0038160656363289453%
路过,2,0.0076321312726578905%
瑞端,1,0.0038160656363289453%
2120,1,0.0038160656363289453%
进来,1,0.0038160656363289453%
27000,1,0.0038160656363289453%
小熙,1,0.0038160656363289453%
往往,1,0.0038160656363289453%
年前,1,0.0038160656363289453%
來,1,0.0038160656363289453%
倒数第,1,0.0038160656363289453%
bug,1,0.0038160656363289453%
沙发,1,0.0038160656363289453%
591,1,0.0038160656363289453%
大门,1,0.0038160656363289453%
为,2,0.0076321312726578905%
关上,1,0.0038160656363289453%
葬,1,0.0038160656363289453%
家族,1,0.0038160656363289453%
重现,1,0.0038160656363289453%
江湖,1,0.0038160656363289453%
证据,1,0.0038160656363289453%
真弹,1,0.0038160656363289453%
韩,1,0.0038160656363289453%
童生,1,0.0038160656363289453%
失踪人口,2,0.0076321312726578905%
头奶,1,0.0038160656363289453%
可能,1,0.0038160656363289453%
瘦,1,0.0038160656363289453%
14,1,0.0038160656363289453%
集播,1,0.0038160656363289453%
不了,2,0.0076321312726578905%
b,1,0.0038160656363289453%
解放,1,0.0038160656363289453%
🍞,12,0.04579278763594734%
城,1,0.0038160656363289453%
影子,4,0.015264262545315781%
莹莹,2,0.0076321312726578905%
哒,1,0.0038160656363289453%
来碗,2,0.0076321312726578905%
麻蛇,6,0.02289639381797367%
羹,4,0.015264262545315781%
苏宁,3,0.011448196908986834%
易购,1,0.0038160656363289453%
插,1,0.0038160656363289453%
手,1,0.0038160656363289453%
好好,1,0.0038160656363289453%
动漫,2,0.0076321312726578905%
弄,1,0.0038160656363289453%
变味,1,0.0038160656363289453%
三,2,0.0076321312726578905%
👻,15,0.05724098454493417%
张自忠,17,0.06487311581759206%
向,1,0.0038160656363289453%
川军,3,0.011448196908986834%
致敬,1,0.0038160656363289453%
出川来,1,0.0038160656363289453%
男儿,23,0.08776950963556573%
立志,23,0.08776950963556573%
夔,23,0.08776950963556573%
关,24,0.09158557527189468%
灭,23,0.08776950963556573%
倭奴,23,0.08776950963556573%
誓,23,0.08776950963556573%
埋骨,23,0.08776950963556573%
何须,23,0.08776950963556573%
桑梓,23,0.08776950963556573%
地,23,0.08776950963556573%
人生,23,0.08776950963556573%
处处,23,0.08776950963556573%
青山,23,0.08776950963556573%
张灵甫,11,0.0419767219996184%
🐍,1,0.0038160656363289453%
总,1,0.0038160656363289453%
等等,1,0.0038160656363289453%
乌拉,1,0.0038160656363289453%
猥琐,1,0.0038160656363289453%
发育,1,0.0038160656363289453%
种花,2,0.0076321312726578905%
忠诚,1,0.0038160656363289453%
兔子,3,0.011448196908986834%
🐰,1,0.0038160656363289453%
华南,1,0.0038160656363289453%
师范大学,1,0.0038160656363289453%
6,3,0.011448196908986834%
9.47,1,0.0038160656363289453%
分看,1,0.0038160656363289453%
ㅇ,2,0.0076321312726578905%
ㅁ,1,0.0038160656363289453%
殉国,1,0.0038160656363289453%
说游,1,0.0038160656363289453%
不击,1,0.0038160656363289453%
敌占区,1,0.0038160656363289453%
日伪,1,0.0038160656363289453%
顽都,1,0.0038160656363289453%
掉,1,0.0038160656363289453%
粪坑,1,0.0038160656363289453%
呛,1,0.0038160656363289453%
日本,1,0.0038160656363289453%
人枪,1,0.0038160656363289453%
绝不,1,0.0038160656363289453%
手里,1,0.0038160656363289453%
不够,1,0.0038160656363289453%
资格,1,0.0038160656363289453%
出狱,2,0.0076321312726578905%
泰罗,1,0.0038160656363289453%
烧鸡,1,0.0038160656363289453%
叶挺,2,0.0076321312726578905%
🇯,1,0.0038160656363289453%
🇵,1,0.0038160656363289453%
😵,1,0.0038160656363289453%
💀,8,0.030528525090631562%
💩,1,0.0038160656363289453%
求,1,0.0038160656363289453%
推广,1,0.0038160656363289453%
六七,1,0.0038160656363289453%
大爷,1,0.0038160656363289453%
不能,2,0.0076321312726578905%
说点,1,0.0038160656363289453%
北方方言,2,0.0076321312726578905%
战争,3,0.011448196908986834%
从来不,3,0.011448196908986834%
热血,3,0.011448196908986834%
敌方,4,0.015264262545315781%
野区,4,0.015264262545315781%
浪,4,0.015264262545315781%
祝榆生,1,0.0038160656363289453%
祝老,1,0.0038160656363289453%
大军,2,0.0076321312726578905%
南方,2,0.0076321312726578905%
口音,1,0.0038160656363289453%
李宗仁,1,0.0038160656363289453%
贝爷,1,0.0038160656363289453%
信不信,2,0.0076321312726578905%
我生,1,0.0038160656363289453%
张灵普,1,0.0038160656363289453%
大将军,1,0.0038160656363289453%
威武,1,0.0038160656363289453%
难,1,0.0038160656363289453%
算,2,0.0076321312726578905%
老几,2,0.0076321312726578905%
中正,1,0.0038160656363289453%
3467,3,0.011448196908986834%
川,1,0.0038160656363289453%
军团,1,0.0038160656363289453%
极大,1,0.0038160656363289453%
牺牲,2,0.0076321312726578905%
抗日,2,0.0076321312726578905%
勇士,1,0.0038160656363289453%
好样,1,0.0038160656363289453%
每次,1,0.0038160656363289453%
说前,1,0.0038160656363289453%
来个,1,0.0038160656363289453%
激动,2,0.0076321312726578905%
软来,1,0.0038160656363289453%
瑞安,2,0.0076321312726578905%
话,2,0.0076321312726578905%
麻哥,1,0.0038160656363289453%
我炖,1,0.0038160656363289453%
百团大战,1,0.0038160656363289453%
原形,1,0.0038160656363289453%
我特,1,0.0038160656363289453%
集请,2,0.0076321312726578905%
往,2,0.0076321312726578905%
翻,2,0.0076321312726578905%
阿阿阿,1,0.0038160656363289453%
已到,1,0.0038160656363289453%
关头,1,0.0038160656363289453%
因为,1,0.0038160656363289453%
丢失,1,0.0038160656363289453%
北平,1,0.0038160656363289453%
受到,1,0.0038160656363289453%
追责到,1,0.0038160656363289453%
戴罪,1,0.0038160656363289453%
徐州,1,0.0038160656363289453%
会战,1,0.0038160656363289453%
其,1,0.0038160656363289453%
复出,1,0.0038160656363289453%
统领,1,0.0038160656363289453%
旧部,1,0.0038160656363289453%
五十九,1,0.0038160656363289453%
军,1,0.0038160656363289453%
立功,1,0.0038160656363289453%
哪去,1,0.0038160656363289453%
川人,1,0.0038160656363289453%
出川,2,0.0076321312726578905%
台儿庄,1,0.0038160656363289453%
98k,1,0.0038160656363289453%
末,1,0.0038160656363289453%
将,3,0.011448196908986834%
愿,1,0.0038160656363289453%
鞠躬,1,0.0038160656363289453%
精粹,1,0.0038160656363289453%
死而后已,1,0.0038160656363289453%
汤,1,0.0038160656363289453%
喝,1,0.0038160656363289453%
嗯,1,0.0038160656363289453%
非常,1,0.0038160656363289453%
美味,1,0.0038160656363289453%
红星,1,0.0038160656363289453%
必须,2,0.0076321312726578905%
临沂,1,0.0038160656363289453%
大捷,1,0.0038160656363289453%
刚刚,1,0.0038160656363289453%
正经,1,0.0038160656363289453%
方言,1,0.0038160656363289453%
张灵,1,0.0038160656363289453%
莆,1,0.0038160656363289453%
壮哉,1,0.0038160656363289453%
走远点,1,0.0038160656363289453%
SHA,1,0.0038160656363289453%
PIJGJKKFJKL,1,0.0038160656363289453%
HGLK,1,0.0038160656363289453%
KGJ,1,0.0038160656363289453%
JIBS,1,0.0038160656363289453%
yt2eywteuwter,1,0.0038160656363289453%
t3r,1,0.0038160656363289453%
娜,2,0.0076321312726578905%
陕西省,1,0.0038160656363289453%
镇安县,2,0.0076321312726578905%
呐,1,0.0038160656363289453%
大师,1,0.0038160656363289453%
坐标,1,0.0038160656363289453%
安卓党,1,0.0038160656363289453%
低调,1,0.0038160656363289453%
02,1,0.0038160656363289453%
27,1,0.0038160656363289453%
背景音乐,1,0.0038160656363289453%
方向,3,0.011448196908986834%
迷失,2,0.0076321312726578905%
气移,1,0.0038160656363289453%
刀,1,0.0038160656363289453%
不停,1,0.0038160656363289453%
奔跑,1,0.0038160656363289453%
救,1,0.0038160656363289453%
要紧,1,0.0038160656363289453%
黑暗,1,0.0038160656363289453%
主角,1,0.0038160656363289453%
即将,1,0.0038160656363289453%
苏醒,1,0.0038160656363289453%
陷入,1,0.0038160656363289453%
危机,1,0.0038160656363289453%
没用,1,0.0038160656363289453%
不到,1,0.0038160656363289453%
我该,1,0.0038160656363289453%
怎么办,1,0.0038160656363289453%
重塑,1,0.0038160656363289453%
驾到,1,0.0038160656363289453%
自然,1,0.0038160656363289453%
连贯,1,0.0038160656363289453%
表情,1,0.0038160656363289453%
到位,1,0.0038160656363289453%
也许,1,0.0038160656363289453%
最好,1,0.0038160656363289453%
好丑,2,0.0076321312726578905%
赛罗,1,0.0038160656363289453%
霸气,1,0.0038160656363289453%
乔,1,0.0038160656363289453%
乔依,3,0.011448196908986834%
๑,2,0.0076321312726578905%
´,1,0.0038160656363289453%
ㅂ,1,0.0038160656363289453%
`,1,0.0038160656363289453%
是从,1,0.0038160656363289453%
美拍,1,0.0038160656363289453%
追过来,2,0.0076321312726578905%
从美,1,0.0038160656363289453%
好酷,1,0.0038160656363289453%
selina,1,0.0038160656363289453%
经验,1,0.0038160656363289453%
233333333333,1,0.0038160656363289453%
666666666,1,0.0038160656363289453%
120,1,0.0038160656363289453%
斤,1,0.0038160656363289453%
小黑,1,0.0038160656363289453%
汪苏,2,0.0076321312726578905%
泷,2,0.0076321312726578905%
婆婆,1,0.0038160656363289453%
操,1,0.0038160656363289453%
完整,1,0.0038160656363289453%
HYDE,1,0.0038160656363289453%
相妄,1,0.0038160656363289453%
噩梦,1,0.0038160656363289453%
三秒,1,0.0038160656363289453%
66666,1,0.0038160656363289453%
宪哥,1,0.0038160656363289453%
节目,1,0.0038160656363289453%
amazon,1,0.0038160656363289453%
谦谦,1,0.0038160656363289453%
昨天,1,0.0038160656363289453%
电影院,1,0.0038160656363289453%
举起,1,0.0038160656363289453%
双手,1,0.0038160656363289453%
跟上,1,0.0038160656363289453%
节奏,1,0.0038160656363289453%
🤘,1,0.0038160656363289453%
🏻,1,0.0038160656363289453%
感谢,2,0.0076321312726578905%
博主,1,0.0038160656363289453%
包邮,1,0.0038160656363289453%
ｰ,2,0.0076321312726578905%
;,1,0.0038160656363289453%
没准,1,0.0038160656363289453%
送个,1,0.0038160656363289453%
干儿子,1,0.0038160656363289453%
蜘蛛侠,1,0.0038160656363289453%
看着,1,0.0038160656363289453%
顶涛,1,0.0038160656363289453%
这款,1,0.0038160656363289453%
哄,1,0.0038160656363289453%
我要,1,0.0038160656363289453%
便宜,1,0.0038160656363289453%
最帅,1,0.0038160656363289453%
军种,1,0.0038160656363289453%
保定,1,0.0038160656363289453%
